대분류,중분류,소분류,Section,테스트 항목,기대결과,FireTV,ROKU,AndroidTV,AppleTV
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,English Subtitle 확인,English Subtitle 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,English Subtitle stringset 확인,"""English"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Portuguese Subtitle stringset 확인,"""Português"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Spanish Subtitle 확인,Spanish Subtitle 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Spanish Subtitle stringset 확인,"""Español"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Chinese Subtitle 확인,Chinese Subtitle 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Chinese Subtitle stringset 확인,"""简体中文"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Subtitle Section,Home Main>Description Screen>Subtitle Section,Vietnamese Subtitle stringset 확인,"""Tiêng Viêt"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Synonpsis Section,Home Main>Description Screen>Synonpsis Section,Synopsis text 확인,Synopsis text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Synonpsis Section,Home Main>Description Screen>Synonpsis Section,Max line 적용 확인,Max line 2줄 적용되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Synonpsis Section,Home Main>Description Screen>Synonpsis Section,Synopsis text 생략 여부 확인,"text 끝에 ""..."" 노출된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Synonpsis Section,Home Main>Description Screen>Synonpsis Section,synopsis Inform message text 확인,synopsis Inform message text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Description Screen,Synonpsis Section,Home Main>Description Screen>Synonpsis Section,synopsis Inform message text stringset 확인,"""This synopsis will be updated soon."" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,Series Content Rail 확인,Series Content Rail 확인,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,title text 확인,Series Content Rail title text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,Poster image 확인,Poster image 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,Poster image focus 시 UI 확인,Poster image 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,Poster image 기능 확인,해당 Content Series Detailed Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,리모컨 좌측 방향키 입력 시 동작 확인,Side Category focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,우측 Rolling 동작 확인,우측으로 Rolling 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Series Content Rail,Home Main>Content List Area>Series Content Rail,좌측 Rolling 동작 확인,좌측으로 Rolling 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,Episode Content Rail 확인,Episode Content Rail 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,title text 확인,Episode Content Rail title text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,가로형 poster image 확인,가로형 poster image 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,가로형 poster image focus 시 UI 확인,가로형 poster image 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,Progress bar 확인,가로형 poster image 하단에 Progress bar 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,Progress bar 노출 여부 확인,Progress bar 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,thumbnail image 기능 확인,해당 Content Player Screen 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,리모컨 좌측 방향키 입력 시 동작 확인,Side Category focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,우측 Rolling 동작 확인,우측으로 Rolling 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Episode Content Rail,Home Main>Content List Area>Episode Content Rail,좌측 Rolling 동작 확인,좌측으로 Rolling 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,Continue Watching Rail 노출 여부 확인,Continue Watching Rail 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,Content 1개 재생 시 Continue Watching Rail 노출 여부 확인,Continue Watching Rail 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,Content 3종 재생 시 Continue Watching Rail 노출 여부 확인,Continue Watching Rail 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,동일 Series Content 재생 시 Continue Watching Rail 노출 여부 확인,Continue Watching Rail 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,Continue Watching Rail 확인,Continue Watching Rail 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,title text 확인,"""Continue Watching"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,가로형 poster image 확인,가로형 poster image 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,가로형 poster image focus 시 UI 확인,가로형 poster image 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,Progress bar 확인,가로형 poster image 하단에 Progress bar 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,가로형 poster image 기능 확인,해당 Content Player Screen 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,리모컨 좌측 방향키 입력 시 동작 확인,Side Category focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,우측 Rolling 동작 확인,우측으로 Rolling 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,리모컨 우측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area,Continue Watching Rail,Home Main>Content List Area>Continue Watching Rail,좌측 Rolling 동작 확인,좌측으로 Rolling 동작한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area, General Rule,Home Main>Content List Area> General Rule,최하단 Curation Rail에서 하단 키 동작 확인,Top Banner 로 Focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Content List Area, General Rule,Home Main>Content List Area> General Rule,1st Curation Rail 에서 상단 키 동작 확인,Top Banner 로 Focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Default Setting 확인,선택 중인 icon focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Search icon 확인,돋보기 형태의 Search icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Search icon focus 시 UI 확인,Search icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Home icon 확인,집 형태의 Home icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Home icon focus 시 UI 확인,Home icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,DRAMA icon 확인,Slate 형태의 DRAMA icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,DRAMA icon focus 시 UI 확인,DRAMA icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,MOVIE icon 확인,Film 형태의 MOVIE icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,MOVIE icon focus 시 UI 확인,MOVIE icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Variety icon 확인,애스터리스크 형태의 Variety icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Variety icon focus 시 UI 확인,Variety icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,K-POP icon 확인,헤드셋 형태의 K-POP icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,K-POP icon focus 시 UI 확인,K-POP icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Live icon 확인,전파 형태의 Live icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Live icon focus 시 UI 확인,Live icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,My KOCOWA icon 확인,Folder 형태의 My KOCOWA icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,My KOCOWA icon focus 시 UI 확인,My KOCOWA icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Setting icon 확인,톱니바퀴 형태의 Setting icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Side Category,,Home Main>Side Category,Profile icon 확인,설정한 프로필 사진이 Profile icon으로 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Default Setting 확인,선택 중인 icon focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,리모컨 아래 방향키 입력 시 동작 확인,하단 영역으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,리모컨 위 방향키 입력 시 동작 확인,상단 영역으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,리모컨 우측 방향키 입력 시 focus 확인,Content Rail focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,리모컨 좌측 방향키 입력 시 동작 확인,동작하지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,리모컨 취소 Button 입력 시 동작 확인,Exit POP UP 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Search icon 확인,돋보기 형태의 Search icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Search 항목 stringset 확인,"""Search"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Search 항목 focus 시 UI 확인,Search 항목 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Search 항목 기능 확인,Search Main Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Home icon 확인,집 형태의 Home icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Home 항목 stringset 확인,"""Home"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Home 항목 focus 시 UI 확인,Home 항목 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Home 항목 기능 확인,Home Main Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Drama icon 확인,Slate 형태의 Drama icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Drama 항목 stringset 확인,"""Drama"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Drama 항목 focus 시 UI 확인,Drama 항목 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Drama 항목 기능 확인,Drama Channel Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Movie icon 확인,Film 형태의 Movie icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Movie 항목 stringset 확인,"""Movie"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Movie 항목 focus 시 UI 확인,Movie 항목 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Movie 항목 기능 확인,Movie Channel Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Brazil VPN Setting 시 MOVIE Category 노출 여부 확인,MOVIE Channel 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,LATAM VPN Setting 시 MOVIE Category 노출 여부 확인,MOVIE Channel 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,EU VPN Setting 시 MOVIE Category 노출 여부 확인,MOVIE Channel 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Variety icon 확인,애스터리스크 형태의 Variety icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Variety 항목 stringset 확인,"""Variety"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Variety 항목 focus 시 UI 확인,Variety 항목 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Variety 항목 기능 확인,Variety Channel Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,K-POP icon 확인,헤드셋 형태의 K-POP icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,K-POP 항목 stringset 확인,"""K-POP"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,K-POP 항목 focus 시 UI 확인,K-POP 항목 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,K-POP 항목 기능 확인,K-POP Channel Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Family Rated 설정 시 K-POP 항목 노출 여부 확인,K-POP 항목 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Live icon 확인,전파 형태의 Live icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Live 항목 stringset 확인,"""Live"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Live 항목 focus 시 UI 확인,Live 항목  강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Live 항목 기능 확인,Live Channel Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,My KOCOWA icon 확인,Folder 형태의 My KOCOWA icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,My KOCOWA 항목 stringset 확인,"""My KOCOWA"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,My KOCOWA 항목 focus 시 UI 확인,My KOCOWA 항목  강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,My KOCOWA 항목 기능 확인,My KOCOWA Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Setting icon 확인,톱니바퀴 형태의 Setting icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Setting 항목 stringset 확인,"""Setting"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Setting 항목 기능 확인,Setting Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Subscribe 항목 stringset 확인,"""Subscribe"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Subscribe 항목 focus 시 UI 확인,Subscribe 항목 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Subscribe 항목 기능 확인,PLAN Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Subscribe 항목 미노출 확인,Subscribe 항목 노출되지 않는다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Profile icon 확인,설정한 프로필 이미지의 Profile icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Profile Name 확인,User Profile Name 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Profile icon focus 시 UI 확인,Profile icon 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Extended Side Category,,Home Main>Extended Side Category,Profile icon 기능 확인,Multi-Profile Main Page 진입된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,sub text 확인,Do you want to exit KOCOWA+? text 출력된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,Cancel Button focus 시 UI 확인,Cancel Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,Cancel Button 기능 확인,Exit POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,OK Button focus 시 UI 확인,OK Button 강조되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,OK Button 선택 시 동작 확인,Exit POP UP 사라진다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Home Main,Exit POP UP,,Home Main>Exit POP UP,OK Button 기능 확인,KOCOWA APP 종료된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,,Contents>Series Detailed Page,리모컨 위 방향키 입력 시 동작 확인,상단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,,Contents>Series Detailed Page,리모컨 아래 방향키 입력 시 동작 확인,하단으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,,Contents>Series Detailed Page,리모컨 좌측 방향키 입력 시 동작 확인,좌측으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,,Contents>Series Detailed Page,리모컨 우측 방향키 입력 시 동작 확인,우측으로 focus 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,,Contents>Series Detailed Page,리모컨 취소 버튼 입력 시 동작 확인,이전 화면으로 이동한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,,Contents>Series Detailed Page,Default Setting 확인,Watch Button focus 위치한다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,,Contents>Series Detailed Page,Background image 확인,Content 가로형 poster image Background image 적용되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,Content Name 생략 확인,Content Name 말줄임표로 생략되어 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,Comma 확인,쉼표 형태의 Comma 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,Image 형태의 Series Content Name 확인,Image 형태의 Series Content Name 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,Text 형태의 Series Content Name 확인,Text 형태로 Series Content Name 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,Content Name text 확인,Content Name text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,Update Cycle text 확인,Update Cycle text 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,주간 Update Cycle text 확인,"""Weekly Update"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Information Section,Contents>Series Detailed Page>Information Section,전체 Episode 개수 노출 확인,"""{NN} Episodes"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,Rating icon 확인,Rating icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,Content Rating icon 확인,해당 Content Rating icon 노출된다,UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,TV-Y Rating icon 확인,"""TV-Y"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,TV-Y7 Rating icon 확인,"""TV-Y7"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,TV-Y7-FV Rating icon 확인,"""TV-Y7-FV"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,TV-G Rating icon 확인,"""TV-G"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,G Rating icon 확인,"""G"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
Contents,Series Detailed Page,Rating Section,Contents>Series Detailed Page>Rating Section,TV-PG Rating icon 확인,"""TV-PG"" text 출력된다",UNTESTED,UNTESTED,UNTESTED,UNTESTED
